[2025-07-23 09:56:14] INFO: Starting MAVSDK logger...
[2025-07-23 09:56:14] INFO: SQLite table created or exists
[2025-07-23 10:43:21] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:43:26] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:43:31] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:43:36] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:43:41] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:43:46] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:43:51] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:43:56] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:44:01] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:44:06] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:44:11] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:44:16] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:44:21] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:44:26] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:44:31] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:44:36] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:44:41] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:44:46] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:44:51] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:44:56] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:45:01] INFO: Flushed 21 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:45:06] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:45:11] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:45:16] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:45:21] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:45:26] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:45:31] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:45:36] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:45:41] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:45:46] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:45:51] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:45:56] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:46:01] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:46:06] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:46:11] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:46:16] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:46:21] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:46:26] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:46:31] INFO: Flushed 18 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:46:36] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:46:41] INFO: Flushed 18 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:46:46] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:46:51] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:46:56] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:47:01] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:47:06] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:47:11] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:47:16] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:47:21] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:47:26] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:47:31] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:47:36] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:47:41] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:47:46] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:47:51] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:47:56] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:48:01] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:48:06] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:48:11] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:48:16] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:48:21] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:48:26] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:48:31] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:48:36] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:48:41] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:48:46] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:48:51] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:48:56] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:49:01] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:49:06] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:49:11] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:49:16] INFO: Flushed 18 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:49:21] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:49:26] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:49:31] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:49:36] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:49:41] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:49:46] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:49:51] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:49:56] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:50:01] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:50:06] INFO: Flushed 18 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:50:11] INFO: Flushed 21 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:50:16] INFO: Flushed 18 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:50:21] INFO: Flushed 17 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:50:26] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:50:31] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:50:36] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:50:41] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:50:46] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:50:51] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:50:56] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:51:01] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:51:06] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:51:11] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:51:16] INFO: Flushed 18 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:51:21] INFO: Flushed 17 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:51:26] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:51:31] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:51:36] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:51:41] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:51:46] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:51:51] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:51:56] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:52:01] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:52:06] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:52:11] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:52:16] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:52:21] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:52:26] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:52:31] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:52:36] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:52:41] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:52:46] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:52:51] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:52:56] INFO: Flushed 17 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:53:01] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:53:06] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:53:11] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:53:16] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:53:21] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:53:26] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:53:31] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:53:36] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:53:41] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:53:46] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:53:51] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:53:56] INFO: Flushed 21 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:53:58] INFO: Client connected from ('127.0.0.1', 52676)
[2025-07-23 10:54:01] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:54:06] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:54:11] INFO: Flushed 21 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:54:16] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:54:21] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:54:26] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:54:31] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:54:36] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:54:41] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:54:46] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:54:51] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:54:56] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:55:01] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:55:06] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:55:11] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:55:16] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:55:21] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:55:26] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:55:31] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:55:36] INFO: Client connected from ('127.0.0.1', 36642)
[2025-07-23 10:55:36] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:55:41] INFO: Flushed 18 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:55:46] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:55:51] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:55:56] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:56:01] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:56:06] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:56:11] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:56:16] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:56:21] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:56:27] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:56:32] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:56:37] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:56:42] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:56:47] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:56:52] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:56:57] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:57:02] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:57:07] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:57:12] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:57:17] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:57:22] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:57:27] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:57:32] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:57:37] INFO: Flushed 17 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:57:42] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:57:47] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:57:52] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:57:57] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:58:02] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:58:07] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:58:12] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:58:17] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:58:22] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:58:27] INFO: Flushed 21 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:58:32] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:58:37] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:58:42] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:58:47] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:58:52] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:58:57] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:59:02] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:59:07] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:59:12] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:59:17] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:59:21] INFO: Client connected from ('127.0.0.1', 44226)
[2025-07-23 10:59:22] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:59:27] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:59:32] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:59:37] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:59:42] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:59:47] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:59:52] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 10:59:57] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:00:02] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:00:07] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:00:12] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:00:17] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:00:22] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:00:27] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:00:32] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:00:37] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:00:42] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:00:47] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:00:52] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:00:57] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:01:02] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:01:07] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:01:12] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:01:17] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:01:22] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:01:27] INFO: Flushed 21 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:01:32] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:01:37] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:01:42] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:01:47] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:01:52] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:01:57] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:02:02] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:02:07] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:02:12] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:02:17] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:02:22] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:02:27] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:02:32] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:02:37] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:02:42] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:02:47] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:02:52] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:02:57] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:03:02] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:03:07] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:03:12] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:03:17] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:03:22] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:03:27] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:03:32] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:03:37] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:03:42] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:03:47] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:03:52] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:03:57] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:04:02] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:04:07] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:04:12] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:04:17] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:04:22] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:04:27] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:04:32] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:04:37] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:04:42] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:04:47] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:04:52] INFO: Flushed 21 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:04:57] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:05:02] INFO: Flushed 18 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:05:07] INFO: Flushed 21 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:05:12] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:05:17] INFO: Flushed 19 rows to mavsdk_logs/drone_log_20250723_050042.csv
[2025-07-23 11:05:22] INFO: Flushed 20 rows to mavsdk_logs/drone_log_20250723_050042.csv
